**********
SEED 1
**********
Running Online Backpropagation...
Iteration 1	 Training error: 0.716442	 Test error: 0.725638
Iteration 36	 Training error: 0.633979	 Test error: 0.65982
Iteration 37	 Training error: 0.62963	 Test error: 0.655246
Iteration 38	 Training error: 0.634729	 Test error: 0.65715
Iteration 39	 Training error: 0.642339	 Test error: 0.6693
Iteration 40	 Training error: 0.640302	 Test error: 0.665686
Iteration 41	 Training error: 0.630156	 Test error: 0.657801
Iteration 42	 Training error: 0.641814	 Test error: 0.675088
Iteration 43	 Training error: 0.633747	 Test error: 0.658716
Iteration 44	 Training error: 0.641902	 Test error: 0.668359
Iteration 45	 Training error: 0.631462	 Test error: 0.664757
Iteration 46	 Training error: 0.630244	 Test error: 0.657626
Iteration 47	 Training error: 0.62856	 Test error: 0.651953
Iteration 48	 Training error: 0.628316	 Test error: 0.658357
Iteration 49	 Training error: 0.629251	 Test error: 0.655182
Iteration 50	 Training error: 0.628352	 Test error: 0.657585
Iteration 51	 Training error: 0.631634	 Test error: 0.653628
Iteration 52	 Training error: 0.630816	 Test error: 0.664553
Iteration 53	 Training error: 0.639984	 Test error: 0.668334
Iteration 54	 Training error: 0.63199	 Test error: 0.662544
Iteration 55	 Training error: 0.63447	 Test error: 0.664288
Iteration 56	 Training error: 0.632952	 Test error: 0.664687
Iteration 57	 Training error: 0.629783	 Test error: 0.659675
Iteration 58	 Training error: 0.634854	 Test error: 0.664615
Iteration 59	 Training error: 0.638489	 Test error: 0.662676
Iteration 60	 Training error: 0.643659	 Test error: 0.664439
Iteration 61	 Training error: 0.632968	 Test error: 0.663702
Iteration 62	 Training error: 0.626383	 Test error: 0.658769
Iteration 63	 Training error: 0.629268	 Test error: 0.657099
Iteration 64	 Training error: 0.629482	 Test error: 0.654732
Iteration 65	 Training error: 0.631162	 Test error: 0.656881
Iteration 66	 Training error: 0.63668	 Test error: 0.662938
Iteration 67	 Training error: 0.644424	 Test error: 0.66364
Iteration 68	 Training error: 0.636011	 Test error: 0.659177
Iteration 69	 Training error: 0.635458	 Test error: 0.658997
Iteration 70	 Training error: 0.633848	 Test error: 0.659631
Iteration 71	 Training error: 0.635631	 Test error: 0.659583
Iteration 72	 Training error: 0.627344	 Test error: 0.648643
Iteration 73	 Training error: 0.625408	 Test error: 0.654423
Iteration 74	 Training error: 0.625012	 Test error: 0.657252
Iteration 75	 Training error: 0.626751	 Test error: 0.660295
Iteration 76	 Training error: 0.627813	 Test error: 0.661267
Iteration 77	 Training error: 0.627759	 Test error: 0.658924
Iteration 78	 Training error: 0.638645	 Test error: 0.664788
Iteration 79	 Training error: 0.63711	 Test error: 0.658958
Iteration 80	 Training error: 0.632314	 Test error: 0.661489
Iteration 81	 Training error: 0.619122	 Test error: 0.651009
Iteration 82	 Training error: 0.630289	 Test error: 0.650185
Iteration 83	 Training error: 0.633523	 Test error: 0.647731
Iteration 84	 Training error: 0.632279	 Test error: 0.654435
Iteration 85	 Training error: 0.620189	 Test error: 0.64907
Iteration 86	 Training error: 0.626652	 Test error: 0.657448
Iteration 87	 Training error: 0.625177	 Test error: 0.650003
Iteration 88	 Training error: 0.621365	 Test error: 0.656428
Iteration 89	 Training error: 0.623296	 Test error: 0.653091
Iteration 90	 Training error: 0.621925	 Test error: 0.650971
Iteration 91	 Training error: 0.624465	 Test error: 0.6516
Iteration 92	 Training error: 0.622152	 Test error: 0.649638
Iteration 93	 Training error: 0.621425	 Test error: 0.648724
Iteration 94	 Training error: 0.624052	 Test error: 0.651099
Iteration 95	 Training error: 0.633102	 Test error: 0.666935
Iteration 96	 Training error: 0.630598	 Test error: 0.659424
Iteration 97	 Training error: 0.631778	 Test error: 0.661132
Iteration 98	 Training error: 0.633407	 Test error: 0.662453
Iteration 99	 Training error: 0.624769	 Test error: 0.646775
Iteration 100	 Training error: 0.627969	 Test error: 0.653184
Iteration 101	 Training error: 0.632307	 Test error: 0.661627
Iteration 102	 Training error: 0.625543	 Test error: 0.644006
Iteration 103	 Training error: 0.625681	 Test error: 0.647193
Iteration 104	 Training error: 0.62154	 Test error: 0.64808
Iteration 105	 Training error: 0.622172	 Test error: 0.640409
Iteration 106	 Training error: 0.622142	 Test error: 0.651991
Iteration 107	 Training error: 0.62118	 Test error: 0.645128
Iteration 108	 Training error: 0.624334	 Test error: 0.651128
Iteration 109	 Training error: 0.619886	 Test error: 0.64353
Iteration 110	 Training error: 0.62185	 Test error: 0.638746
Iteration 111	 Training error: 0.626117	 Test error: 0.656382
Iteration 112	 Training error: 0.627568	 Test error: 0.647517
Iteration 113	 Training error: 0.620828	 Test error: 0.644572
Iteration 114	 Training error: 0.619307	 Test error: 0.641048
Iteration 115	 Training error: 0.622615	 Test error: 0.646592
Iteration 116	 Training error: 0.631023	 Test error: 0.652444
Iteration 117	 Training error: 0.618555	 Test error: 0.642363
Iteration 118	 Training error: 0.61844	 Test error: 0.642639
Iteration 119	 Training error: 0.624333	 Test error: 0.647435
Iteration 120	 Training error: 0.622506	 Test error: 0.645205
Iteration 121	 Training error: 0.622049	 Test error: 0.649536
Iteration 122	 Training error: 0.62709	 Test error: 0.659064
Iteration 123	 Training error: 0.625359	 Test error: 0.649792
Iteration 124	 Training error: 0.624765	 Test error: 0.660326
Iteration 125	 Training error: 0.624007	 Test error: 0.651444
Iteration 126	 Training error: 0.621327	 Test error: 0.64876
Iteration 127	 Training error: 0.625492	 Test error: 0.649299
Iteration 128	 Training error: 0.620934	 Test error: 0.640989
Iteration 129	 Training error: 0.620992	 Test error: 0.649097
Iteration 130	 Training error: 0.620762	 Test error: 0.642843
Iteration 131	 Training error: 0.619325	 Test error: 0.650014
Iteration 132	 Training error: 0.620782	 Test error: 0.648868
Iteration 133	 Training error: 0.627711	 Test error: 0.654491
Iteration 134	 Training error: 0.618428	 Test error: 0.650267
Iteration 135	 Training error: 0.630264	 Test error: 0.666881
Iteration 136	 Training error: 0.623533	 Test error: 0.659379
Iteration 137	 Training error: 0.625729	 Test error: 0.649646
Iteration 138	 Training error: 0.624936	 Test error: 0.650497
Iteration 139	 Training error: 0.621207	 Test error: 0.646702
Iteration 140	 Training error: 0.630751	 Test error: 0.660494
Iteration 141	 Training error: 0.627967	 Test error: 0.661614
Iteration 142	 Training error: 0.631778	 Test error: 0.664213
Iteration 143	 Training error: 0.625881	 Test error: 0.650513
Iteration 144	 Training error: 0.625805	 Test error: 0.652203
Iteration 145	 Training error: 0.630557	 Test error: 0.655634
Iteration 146	 Training error: 0.632555	 Test error: 0.65913
Iteration 147	 Training error: 0.631492	 Test error: 0.661706
Iteration 148	 Training error: 0.632899	 Test error: 0.659414
Iteration 149	 Training error: 0.632263	 Test error: 0.655824
Iteration 150	 Training error: 0.626007	 Test error: 0.652384
Iteration 151	 Training error: 0.632185	 Test error: 0.661562
Iteration 152	 Training error: 0.63045	 Test error: 0.668301
Iteration 153	 Training error: 0.623466	 Test error: 0.651625
Iteration 154	 Training error: 0.632889	 Test error: 0.666768
Iteration 155	 Training error: 0.630732	 Test error: 0.661309
Iteration 156	 Training error: 0.629352	 Test error: 0.665027
Iteration 157	 Training error: 0.636109	 Test error: 0.66563
Iteration 158	 Training error: 0.629221	 Test error: 0.657512
Iteration 159	 Training error: 0.622763	 Test error: 0.651579
Iteration 160	 Training error: 0.625715	 Test error: 0.657919
Iteration 161	 Training error: 0.624911	 Test error: 0.64947
Iteration 162	 Training error: 0.624558	 Test error: 0.650583
Iteration 163	 Training error: 0.617837	 Test error: 0.637005
Iteration 164	 Training error: 0.626576	 Test error: 0.656466
Iteration 165	 Training error: 0.624694	 Test error: 0.657715
Iteration 166	 Training error: 0.624415	 Test error: 0.657133
Iteration 167	 Training error: 0.624515	 Test error: 0.64972
Iteration 168	 Training error: 0.621893	 Test error: 0.642254
Iteration 169	 Training error: 0.621088	 Test error: 0.645232
Iteration 170	 Training error: 0.618159	 Test error: 0.635754
Iteration 171	 Training error: 0.617171	 Test error: 0.642713
Iteration 172	 Training error: 0.61858	 Test error: 0.648617
Iteration 173	 Training error: 0.619676	 Test error: 0.63767
Iteration 174	 Training error: 0.623993	 Test error: 0.651259
Iteration 175	 Training error: 0.620164	 Test error: 0.646154
Iteration 176	 Training error: 0.624665	 Test error: 0.647569
Iteration 177	 Training error: 0.621703	 Test error: 0.638967
Iteration 178	 Training error: 0.623109	 Test error: 0.651381
Iteration 179	 Training error: 0.621046	 Test error: 0.637148
Iteration 180	 Training error: 0.624923	 Test error: 0.64856
Iteration 181	 Training error: 0.624016	 Test error: 0.640608
Iteration 182	 Training error: 0.619545	 Test error: 0.650362
Iteration 183	 Training error: 0.618628	 Test error: 0.645724
Iteration 184	 Training error: 0.617662	 Test error: 0.640263
Iteration 185	 Training error: 0.618057	 Test error: 0.641238
Iteration 186	 Training error: 0.619216	 Test error: 0.649138
Iteration 187	 Training error: 0.621889	 Test error: 0.643318
Iteration 188	 Training error: 0.622419	 Test error: 0.644411
Iteration 189	 Training error: 0.617846	 Test error: 0.64379
Iteration 190	 Training error: 0.620679	 Test error: 0.65136
Iteration 191	 Training error: 0.623252	 Test error: 0.64252
Iteration 192	 Training error: 0.620183	 Test error: 0.647202
Iteration 193	 Training error: 0.621491	 Test error: 0.641316
Iteration 194	 Training error: 0.619253	 Test error: 0.645611
Iteration 195	 Training error: 0.620039	 Test error: 0.650104
Iteration 196	 Training error: 0.623503	 Test error: 0.643435
Iteration 197	 Training error: 0.626687	 Test error: 0.646276
Iteration 198	 Training error: 0.617709	 Test error: 0.639677
Iteration 199	 Training error: 0.625505	 Test error: 0.650614
Iteration 200	 Training error: 0.626907	 Test error: 0.644619
Iteration 201	 Training error: 0.6194	 Test error: 0.648558
Iteration 202	 Training error: 0.618405	 Test error: 0.644594
Iteration 203	 Training error: 0.627309	 Test error: 0.643427
Iteration 204	 Training error: 0.6182	 Test error: 0.646484
Iteration 205	 Training error: 0.627293	 Test error: 0.644864
Iteration 206	 Training error: 0.618755	 Test error: 0.64789
Iteration 207	 Training error: 0.620688	 Test error: 0.643016
Iteration 208	 Training error: 0.620407	 Test error: 0.640928
Iteration 209	 Training error: 0.618026	 Test error: 0.645781
Iteration 210	 Training error: 0.617832	 Test error: 0.64094
Iteration 211	 Training error: 0.6209	 Test error: 0.648353
Iteration 212	 Training error: 0.616729	 Test error: 0.641573
Iteration 213	 Training error: 0.623916	 Test error: 0.651442
Iteration 214	 Training error: 0.619297	 Test error: 0.645353
Iteration 215	 Training error: 0.621148	 Test error: 0.653278
Iteration 216	 Training error: 0.618015	 Test error: 0.648053
Iteration 217	 Training error: 0.624075	 Test error: 0.653138
Iteration 218	 Training error: 0.621934	 Test error: 0.650231
Iteration 219	 Training error: 0.622824	 Test error: 0.648177
Iteration 220	 Training error: 0.627175	 Test error: 0.644986
Iteration 221	 Training error: 0.623694	 Test error: 0.636377
Iteration 222	 Training error: 0.622811	 Test error: 0.649759
Iteration 223	 Training error: 0.622054	 Test error: 0.651319
Iteration 224	 Training error: 0.626865	 Test error: 0.655827
Iteration 225	 Training error: 0.622709	 Test error: 0.65096
Iteration 226	 Training error: 0.630323	 Test error: 0.654002
Iteration 227	 Training error: 0.631967	 Test error: 0.659648
Iteration 228	 Training error: 0.629346	 Test error: 0.657894
Iteration 229	 Training error: 0.627326	 Test error: 0.660481
Iteration 230	 Training error: 0.624381	 Test error: 0.656459
Iteration 231	 Training error: 0.627765	 Test error: 0.657416
Iteration 232	 Training error: 0.626924	 Test error: 0.650975
Iteration 233	 Training error: 0.626139	 Test error: 0.65635
Iteration 234	 Training error: 0.622211	 Test error: 0.649162
Iteration 235	 Training error: 0.621844	 Test error: 0.65127
Iteration 236	 Training error: 0.631628	 Test error: 0.653441
Iteration 237	 Training error: 0.63094	 Test error: 0.652212
Iteration 238	 Training error: 0.624444	 Test error: 0.653276
Iteration 239	 Training error: 0.63271	 Test error: 0.648958
Iteration 240	 Training error: 0.624458	 Test error: 0.651398
Iteration 241	 Training error: 0.624018	 Test error: 0.653132
Iteration 242	 Training error: 0.626725	 Test error: 0.650834
Iteration 243	 Training error: 0.627629	 Test error: 0.651634
Iteration 244	 Training error: 0.618551	 Test error: 0.641148
Iteration 245	 Training error: 0.624035	 Test error: 0.652707
Iteration 246	 Training error: 0.621984	 Test error: 0.650459
Iteration 247	 Training error: 0.624805	 Test error: 0.648373
Iteration 248	 Training error: 0.628073	 Test error: 0.654222
Iteration 249	 Training error: 0.627134	 Test error: 0.646772
Iteration 250	 Training error: 0.622571	 Test error: 0.650151
Iteration 251	 Training error: 0.617733	 Test error: 0.641878
Iteration 252	 Training error: 0.629828	 Test error: 0.648023
Iteration 253	 Training error: 0.62154	 Test error: 0.641671
Iteration 254	 Training error: 0.624305	 Test error: 0.650141
Iteration 255	 Training error: 0.62049	 Test error: 0.650255
Iteration 256	 Training error: 0.618459	 Test error: 0.648557
Iteration 257	 Training error: 0.614138	 Test error: 0.646305
Iteration 258	 Training error: 0.616983	 Test error: 0.647242
Iteration 259	 Training error: 0.617291	 Test error: 0.651473
Iteration 260	 Training error: 0.624287	 Test error: 0.658525
Iteration 261	 Training error: 0.622179	 Test error: 0.648408
Iteration 262	 Training error: 0.621273	 Test error: 0.649185
Iteration 263	 Training error: 0.617321	 Test error: 0.646941
Iteration 264	 Training error: 0.62854	 Test error: 0.666022
Iteration 265	 Training error: 0.623166	 Test error: 0.658277
Iteration 266	 Training error: 0.623423	 Test error: 0.659928
Iteration 267	 Training error: 0.61691	 Test error: 0.653219
Iteration 268	 Training error: 0.622735	 Test error: 0.646664
Iteration 269	 Training error: 0.621969	 Test error: 0.650482
Iteration 270	 Training error: 0.623315	 Test error: 0.655455
Iteration 271	 Training error: 0.614762	 Test error: 0.647293
Iteration 272	 Training error: 0.619094	 Test error: 0.649421
Iteration 273	 Training error: 0.633008	 Test error: 0.65677
Iteration 274	 Training error: 0.632176	 Test error: 0.661178
Iteration 275	 Training error: 0.630279	 Test error: 0.65921
Iteration 276	 Training error: 0.62108	 Test error: 0.648273
Iteration 277	 Training error: 0.620536	 Test error: 0.647817
Iteration 278	 Training error: 0.614545	 Test error: 0.641938
Iteration 279	 Training error: 0.625252	 Test error: 0.655156
Iteration 280	 Training error: 0.619638	 Test error: 0.6512
Iteration 281	 Training error: 0.619813	 Test error: 0.645978
Iteration 282	 Training error: 0.623561	 Test error: 0.640526
Iteration 283	 Training error: 0.619037	 Test error: 0.645453
Iteration 284	 Training error: 0.620507	 Test error: 0.64404
Iteration 285	 Training error: 0.625293	 Test error: 0.647254
Iteration 286	 Training error: 0.620104	 Test error: 0.640456
Iteration 287	 Training error: 0.62073	 Test error: 0.641628
Iteration 288	 Training error: 0.619705	 Test error: 0.641648
Iteration 289	 Training error: 0.624204	 Test error: 0.641774
Iteration 290	 Training error: 0.617418	 Test error: 0.645244
Iteration 291	 Training error: 0.620134	 Test error: 0.642092
Iteration 292	 Training error: 0.626519	 Test error: 0.646066
Iteration 293	 Training error: 0.625039	 Test error: 0.649999
Iteration 294	 Training error: 0.618196	 Test error: 0.641338
Iteration 295	 Training error: 0.619992	 Test error: 0.647123
Iteration 296	 Training error: 0.621623	 Test error: 0.644041
Iteration 297	 Training error: 0.616803	 Test error: 0.648114
Iteration 298	 Training error: 0.626283	 Test error: 0.655221
Iteration 299	 Training error: 0.627652	 Test error: 0.657825
Iteration 300	 Training error: 0.625543	 Test error: 0.655144
Iteration 301	 Training error: 0.627958	 Test error: 0.654152
Iteration 302	 Training error: 0.624621	 Test error: 0.650944
Iteration 303	 Training error: 0.625403	 Test error: 0.65561
Iteration 304	 Training error: 0.624599	 Test error: 0.653691
Iteration 305	 Training error: 0.623566	 Test error: 0.654233
Iteration 306	 Training error: 0.622098	 Test error: 0.645358
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.623054	 Test error: 0.645872
NETWORK WEIGHTS
===============
Layer 1
Neuron 0: 13.699 10.9218 139.124 -43.5343 -54.9666 -52.4137 -53.04 -17.9167 -345.81 -9.32764 
Neuron 1: -33.6855 -19.0042 -139.55 30.491 83.3371 80.4066 62.4136 29.61 328.989 8.34621 
Desired output Vs Obtained output (test)
=========================================
0 -- 1 1 -- 2.67741e-180 
1 -- 2.12497e-30 0 -- 5.5374e-08 
1 -- 1 0 -- 8.39001e-115 
1 -- 1.70883e-34 0 -- 1 
0 -- 1 1 -- 6.07622e-18 
0 -- 1 1 -- 3.07777e-208 
0 -- 1 1 -- 2.06664e-147 
1 -- 1 0 -- 2.39082e-109 
0 -- 1 1 -- 1.02075e-222 
0 -- 1 1 -- 1.01849e-111 
0 -- 8.77039e-54 1 -- 1 
0 -- 1 1 -- 4.17885e-65 
0 -- 0 1 -- 1 
1 -- 1.10035e-127 0 -- 1 
0 -- 1 1 -- 1.69955e-49 
0 -- 1 1 -- 6.58044e-102 
0 -- 1 1 -- 6.13332e-81 
1 -- 1.63644e-134 0 -- 1 
1 -- 1 0 -- 1.34928e-149 
0 -- 0.0303443 1 -- 0.0001388 
0 -- 1 1 -- 1.47e-89 
1 -- 1 0 -- 6.48971e-46 
1 -- 1 0 -- 2.27427e-267 
1 -- 1 0 -- 2.99171e-114 
1 -- 1 0 -- 1.02075e-222 
0 -- 2.54068e-91 1 -- 1 
0 -- 0 1 -- 1 
0 -- 7.362e-177 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 3.98938e-89 
1 -- 1 0 -- 3.40247e-251 
0 -- 1 1 -- 4.22921e-225 
1 -- 5.0059e-127 0 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 6.73663e-145 
1 -- 1 0 -- 5.81414e-45 
0 -- 1 1 -- 8.85841e-176 
1 -- 1 0 -- 1.21332e-93 
1 -- 1 0 -- 2.91447e-213 
0 -- 1.16818e-89 1 -- 1 
1 -- 1 0 -- 1.22645e-186 
0 -- 0 1 -- 1 
1 -- 0 0 -- 1 
1 -- 1 0 -- 5.90461e-111 
0 -- 1.66208e-173 1 -- 1 
1 -- 1 0 -- 2.88621e-108 
1 -- 1 0 -- 1.88281e-56 
0 -- 3.76164e-54 1 -- 1 
1 -- 5.26306e-98 0 -- 1 
0 -- 1 1 -- 2.16123e-93 
0 -- 1.25658e-42 1 -- 1 
0 -- 2.51039e-24 1 -- 1 
0 -- 4.04927e-18 1 -- 1 
0 -- 1 1 -- 3.01688e-15 
0 -- 1 1 -- 3.15141e-159 
1 -- 1 0 -- 4.55627e-23 
0 -- 2.45244e-85 1 -- 1 
0 -- 1 1 -- 2.71807e-86 
0 -- 1 1 -- 5.10978e-187 
1 -- 1 0 -- 5.41129e-33 
1 -- 2.86867e-197 0 -- 1 
0 -- 3.79398e-153 1 -- 1 
1 -- 1.19153e-174 0 -- 1 
1 -- 1 0 -- 2.01305e-99 
0 -- 6.10512e-112 1 -- 1 
0 -- 1.2234e-52 1 -- 1 
1 -- 1 0 -- 5.99712e-82 
1 -- 1 0 -- 1.72188e-14 
1 -- 1 0 -- 1.92345e-135 
0 -- 1 1 -- 3.14443e-48 
1 -- 1 0 -- 4.49991e-188 
0 -- 1 1 -- 7.2781e-210 
0 -- 2.02071e-77 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 4.27094e-91 
0 -- 1 1 -- 3.14235e-75 
1 -- 7.82054e-63 0 -- 1 
1 -- 1 0 -- 7.15195e-23 
1 -- 1 0 -- 1.43687e-19 
0 -- 2.16979e-175 1 -- 1 
1 -- 1 0 -- 4.82196e-286 
1 -- 1 0 -- 4.17609e-92 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.93849e-124 
1 -- 0.318855 0 -- 0.999988 
1 -- 1 0 -- 8.85841e-176 
1 -- 1.68876e-53 0 -- 1 
1 -- 1 0 -- 5.46428e-138 
0 -- 1 1 -- 1.89398e-69 
1 -- 0.99152 0 -- 5.46003e-18 
1 -- 4.68235e-13 0 -- 0.999996 
1 -- 1 0 -- 1.16807e-123 
0 -- 1.52815e-112 1 -- 1 
1 -- 2.70588e-86 0 -- 1 
1 -- 4.10012e-41 0 -- 1 
1 -- 1 0 -- 4.14203e-125 
0 -- 2.87345e-202 1 -- 1 
1 -- 1 0 -- 3.62264e-187 
1 -- 1 0 -- 2.99835e-225 
1 -- 0 0 -- 1 
0 -- 1 1 -- 2.47822e-115 
1 -- 1 0 -- 2.12572e-251 
1 -- 1 0 -- 6.26572e-160 
1 -- 1 0 -- 6.73139e-25 
0 -- 3.38869e-49 1 -- 1 
1 -- 1 0 -- 1.89782e-272 
1 -- 1 0 -- 8.34787e-127 
1 -- 1 0 -- 4.52561e-149 
0 -- 1.65364e-60 1 -- 1 
1 -- 1 0 -- 1.50497e-103 
0 -- 2.61887e-33 1 -- 1 
0 -- 1 1 -- 1.99508e-114 
1 -- 1 0 -- 4.29547e-196 
1 -- 1.57116e-65 0 -- 1 
0 -- 1 1 -- 1.21332e-93 
0 -- 1.31485e-96 1 -- 1 
1 -- 1 0 -- 1.59168e-265 
1 -- 1.73629e-06 0 -- 0.854894 
1 -- 1 0 -- 3.25937e-54 
0 -- 1.10887e-127 1 -- 1 
0 -- 1.18698e-263 1 -- 1 
0 -- 6.19202e-28 1 -- 1 
1 -- 1 0 -- 6.73139e-25 
1 -- 1.43735e-178 0 -- 1 
1 -- 1 0 -- 1.7257e-125 
0 -- 6.87573e-229 1 -- 1 
0 -- 0.0303443 1 -- 0.0001388 
1 -- 0.999724 0 -- 1.15841e-09 
1 -- 1 0 -- 4.51559e-38 
1 -- 1 0 -- 1.68276e-32 
1 -- 7.98276e-54 0 -- 1 
1 -- 1 0 -- 9.66668e-15 
0 -- 5.88433e-92 1 -- 1 
0 -- 1.87642e-180 1 -- 1 
1 -- 1 0 -- 6.8767e-104 
1 -- 2.64916e-150 0 -- 1 
0 -- 1 1 -- 7.08603e-97 
1 -- 9.46845e-56 0 -- 1 
1 -- 1 0 -- 1.49663e-105 
0 -- 1 1 -- 5.41129e-33 
0 -- 6.24076e-247 1 -- 1 
1 -- 1 0 -- 4.72568e-159 
0 -- 1.72525e-211 1 -- 1 
1 -- 1 0 -- 4.58142e-204 
1 -- 1 0 -- 1.97405e-128 
1 -- 1 0 -- 2.62345e-145 
1 -- 1 0 -- 3.48715e-70 
1 -- 1 0 -- 2.99835e-225 
1 -- 1 0 -- 5.15991e-210 
1 -- 1 0 -- 1.94684e-200 
0 -- 1 1 -- 5.6091e-39 
1 -- 1 0 -- 1.67714e-123 
0 -- 2.17553e-306 1 -- 1 
0 -- 1 1 -- 2.17136e-183 
0 -- 0.0856355 1 -- 0.999901 
1 -- 1.47376e-122 0 -- 1 
0 -- 1 1 -- 2.34109e-101 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.09229e-172 
1 -- 1 0 -- 9.75373e-102 
0 -- 0 1 -- 1 
1 -- 1 0 -- 4.17885e-65 
1 -- 1 0 -- 1.06194e-68 
1 -- 1 0 -- 9.57225e-149 
0 -- 1.77124e-100 1 -- 1 
1 -- 1 0 -- 1.41824e-54 
0 -- 0.999993 1 -- 3.29091e-12 
1 -- 1 0 -- 4.69105e-155 
1 -- 1.26114e-44 0 -- 1 
1 -- 1 0 -- 2.62977e-164 
1 -- 1 0 -- 2.13845e-107 
0 -- 2.10726e-147 1 -- 1 
0 -- 0 1 -- 1 
0 -- 1 1 -- 1.88281e-56 
1 -- 1 0 -- 2.97406e-101 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.37198e-37 
0 -- 5.26306e-98 1 -- 1 
0 -- 1 1 -- 4.52177e-268 
1 -- 1 0 -- 8.06661e-20 
1 -- 1 0 -- 7.13278e-83 
0 -- 1 1 -- 1.59701e-152 
0 -- 1 1 -- 2.322e-134 
1 -- 1 0 -- 1.86441e-190 
1 -- 1 0 -- 9.59349e-260 
0 -- 4.68915e-32 1 -- 1 
1 -- 1.6464e-138 0 -- 1 
1 -- 1 0 -- 3.88191e-285 
0 -- 1 1 -- 1.75274e-96 
1 -- 1 0 -- 6.7217e-34 
0 -- 1 1 -- 5.00775e-60 
1 -- 1 0 -- 1.15931e-129 
0 -- 1 1 -- 1.09407e-71 
0 -- 1 1 -- 1.82719e-63 
1 -- 1.40133e-12 0 -- 1 
0 -- 1 1 -- 6.73139e-25 
0 -- 4.04927e-18 1 -- 1 
1 -- 1 0 -- 4.57127e-93 
1 -- 1 0 -- 0 
1 -- 1.87445e-94 0 -- 1 
0 -- 5.86986e-221 1 -- 1 
1 -- 1 0 -- 3.03827e-180 
1 -- 1 0 -- 2.27427e-267 
1 -- 1 0 -- 5.41129e-33 
0 -- 1 1 -- 2.7259e-170 
1 -- 1 0 -- 7.13278e-83 
1 -- 1 0 -- 5.29656e-193 
0 -- 0 1 -- 1 
1 -- 1 0 -- 3.44735e-187 
0 -- 4.19048e-11 1 -- 3.42841e-06 
0 -- 4.63733e-161 1 -- 1 
1 -- 1 0 -- 0 
1 -- 1 0 -- 5.06811e-220 
1 -- 1 0 -- 3.97589e-131 
0 -- 1 1 -- 4.17885e-65 
0 -- 7.75466e-38 1 -- 1 
1 -- 1 0 -- 3.8021e-28 
0 -- 1.09329e-31 1 -- 1 
0 -- 1.63401e-120 1 -- 1 
0 -- 1 1 -- 9.65095e-116 
1 -- 1 0 -- 2.87036e-81 
0 -- 2.45528e-251 1 -- 1 
0 -- 7.29524e-81 1 -- 1 
1 -- 1 0 -- 5.10552e-224 
0 -- 1 1 -- 6.23425e-172 
1 -- 1.57116e-65 0 -- 1 
0 -- 1 1 -- 7.12807e-110 
0 -- 1 1 -- 1.13356e-12 
1 -- 3.50178e-23 0 -- 1 
0 -- 1 1 -- 3.40472e-224 
0 -- 1 1 -- 8.54037e-197 
1 -- 1.28429e-62 0 -- 1 
1 -- 4.68915e-32 0 -- 1 
1 -- 1 0 -- 1.26175e-198 
1 -- 5.33516e-43 0 -- 1 
0 -- 8.83905e-27 1 -- 1 
1 -- 1 0 -- 1.83003e-201 
1 -- 1 0 -- 2.74618e-17 
1 -- 2.29659e-137 0 -- 1 
1 -- 1 0 -- 1.1471e-143 
0 -- 5.27649e-87 1 -- 1 
1 -- 1 0 -- 2.84115e-229 
0 -- 1 1 -- 2.86316e-131 
0 -- 1 1 -- 9.66668e-15 
0 -- 1 1 -- 1.6557e-92 
0 -- 3.66853e-84 1 -- 1 
0 -- 3.50178e-23 1 -- 1 
1 -- 1 0 -- 1.32972e-46 
1 -- 1 0 -- 5.10552e-224 
0 -- 1.25658e-42 1 -- 1 
1 -- 1.03192e-198 0 -- 1 
0 -- 1 1 -- 2.11101e-79 
1 -- 5.18919e-182 0 -- 1 
1 -- 1 0 -- 2.71987e-59 
0 -- 4.68915e-32 1 -- 1 
1 -- 2.59793e-17 0 -- 1 
0 -- 1.55479e-47 1 -- 1 
0 -- 4.98399e-205 1 -- 1 
1 -- 1 0 -- 4.17885e-65 
1 -- 1 0 -- 1.03205e-66 
0 -- 1 1 -- 4.81302e-73 
0 -- 0 1 -- 1 
0 -- 1.23129e-148 1 -- 1 
0 -- 1 1 -- 1.19167e-260 
0 -- 3.98822e-245 1 -- 1 
1 -- 1 0 -- 2.6514e-131 
0 -- 1 1 -- 1.19903e-24 
1 -- 1 0 -- 2.18921e-150 
0 -- 1 1 -- 3.66869e-84 
0 -- 9.52607e-193 1 -- 1 
1 -- 1 0 -- 1.84508e-168 
0 -- 1 1 -- 1.52813e-179 
1 -- 1 0 -- 9.87536e-94 
0 -- 0 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.27519e-184 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.52446e-160 
1 -- 1 0 -- 2.67741e-180 
1 -- 1 0 -- 8.24074e-99 
1 -- 0.999995 0 -- 1 
0 -- 1 1 -- 6.7217e-34 
1 -- 1 0 -- 2.91447e-213 
1 -- 0 0 -- 1 
